VidName,ImgName,Lati,Longi,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,Score
GRMN0184,GRMN018418.jpg,37.3714,-121.9656,811,853,1031,705,1345,16207,75824,51528,16865,4901,1872,1581,890,415,143,29,2
GRMN0184,GRMN018419.jpg,37.3714,-121.9656,1294,1037,1141,1080,1554,18543,58977,48431,31752,7374,1745,941,611,345,119,56,2
GRMN0184,GRMN018420.jpg,37.3714,-121.9656,627,1221,1990,1301,1496,12059,50036,49766,40090,10699,2062,1354,1451,520,231,97,2
GRMN0184,GRMN018421.jpg,37.3714,-121.9656,583,1396,2223,3862,6452,11510,48762,57780,30703,6434,2021,1072,1241,578,279,104,2
GRMN0184,GRMN018422.jpg,37.3714,-121.9656,630,1980,4025,13023,8198,9712,44445,59910,23706,4309,1601,1248,1310,521,264,118,2
GRMN0184,GRMN018423.jpg,37.3714,-121.9656,323,993,2365,5786,12269,11935,36308,59686,31031,7270,2850,1662,1480,591,295,156,2
GRMN0185,GRMN018501.jpg,37.3818,-121.9639,461,1038,2728,7865,10044,12375,35476,61796,30273,6784,2224,1668,1238,523,335,172,2
GRMN0185,GRMN018502.jpg,37.3818,-121.9639,265,508,2403,7156,10772,11957,37079,58519,33720,6982,2289,1323,1110,631,226,60,2
GRMN0185,GRMN018503.jpg,37.3818,-121.9639,143,336,1006,2478,9918,13941,46645,69504,25059,3535,1091,562,457,249,62,14,2
GRMN0185,GRMN018504.jpg,37.3818,-121.9639,654,713,885,1149,2342,11243,53084,76028,23930,2830,1114,462,269,231,55,11,2
GRMN0185,GRMN018505.jpg,37.3818,-121.9639,548,706,1682,1519,3687,14018,67601,64540,16111,2514,1108,502,271,131,52,10,2
GRMN0185,GRMN018506.jpg,37.3818,-121.9639,379,3416,6592,1888,3431,17683,72381,61322,5985,1409,325,96,70,23,0,0,2
GRMN0185,GRMN018507.jpg,37.3818,-121.9639,1,19,229,10730,32648,25581,20109,13801,9478,8796,9446,8446,8477,10358,13932,2949,2
GRMN0185,GRMN018508.jpg,37.3818,-121.9639,120,303,580,1047,880,1390,3319,19238,66829,62300,14726,2661,829,423,216,139,2
GRMN0185,GRMN018509.jpg,37.3818,-121.9639,389,524,1114,1417,2330,3893,31983,72900,49748,6861,2032,834,467,310,138,60,2
GRMN0185,GRMN018510.jpg,37.3818,-121.9639,547,716,1380,2096,3273,13958,57476,70543,20572,3067,814,342,165,37,13,1,2
GRMN0185,GRMN018511.jpg,37.3818,-121.9639,357,622,1101,1140,2786,13644,59377,71422,21974,1692,477,214,130,51,8,5,2
GRMN0185,GRMN018512.jpg,37.3818,-121.9639,320,281,336,713,5553,23977,71583,56214,11606,2293,1393,453,186,55,19,18,2
GRMN0185,GRMN018513.jpg,37.3818,-121.9639,653,393,803,655,3329,18376,65991,68435,8431,4301,1826,927,560,224,73,23,2
GRMN0185,GRMN018514.jpg,37.3818,-121.9639,556,550,1025,702,3558,27704,66192,55790,10519,3911,2918,1061,379,117,18,0,2
GRMN0185,GRMN018515.jpg,37.3818,-121.9639,1431,3339,3692,2794,7346,49378,64537,34228,4045,1696,999,698,460,221,76,60,2
GRMN0185,GRMN018516.jpg,37.3818,-121.9639,1301,3348,3614,2553,7982,43522,64619,36353,6939,2265,1194,826,279,196,9,0,2
GRMN0185,GRMN018517.jpg,37.3818,-121.9639,439,1580,2515,1515,5563,35672,67452,41048,14186,2123,1360,900,452,179,16,0,2
GRMN0185,GRMN018518.jpg,37.3818,-121.9639,811,1120,3107,1757,4500,32245,70300,33782,19667,4891,1485,750,355,156,60,14,2
GRMN0185,GRMN018519.jpg,37.3818,-121.9639,570,931,2495,3197,7057,29822,64707,54847,8100,1568,763,491,237,191,23,1,2
GRMN0185,GRMN018520.jpg,37.3818,-121.9639,224,461,1289,1401,6947,52329,71944,33487,4757,1183,635,246,75,18,3,1,2
GRMN0185,GRMN018521.jpg,37.3818,-121.9639,320,566,1249,1571,6174,42932,87280,29850,3016,1029,487,251,160,86,24,5,2
GRMN0185,GRMN018522.jpg,37.3818,-121.9639,611,827,1717,2316,10804,53953,79433,19969,2023,1301,764,625,363,185,81,28,2
GRMN0185,GRMN018523.jpg,37.3818,-121.9639,543,1068,2237,4475,33189,69911,49755,7930,1742,1323,1221,793,446,230,82,55,2
GRMN0186,GRMN018601.jpg,37.3865,-121.9608,776,1504,2910,8654,38770,63653,48474,4939,1745,1531,1055,510,210,191,77,1,1
GRMN0186,GRMN018602.jpg,37.3865,-121.9608,649,1003,1687,33110,50426,45319,32339,6083,1906,1254,671,331,170,44,8,0,1
GRMN0186,GRMN018603.jpg,37.3865,-121.9608,562,876,1036,10315,49685,56813,39954,11522,2516,1033,412,187,74,15,0,0,1
GRMN0186,GRMN018604.jpg,37.3865,-121.9608,504,561,969,8588,45493,52234,50771,12571,2065,745,325,131,39,4,0,0,1
GRMN0186,GRMN018605.jpg,37.3865,-121.9608,177,368,452,3191,40185,51688,57950,16755,2148,984,674,321,86,19,2,0,1
GRMN0186,GRMN018606.jpg,37.3865,-121.9608,572,836,936,2072,26626,50973,60717,24513,4592,1369,845,574,246,108,18,3,1
GRMN0186,GRMN018607.jpg,37.3865,-121.9608,459,171,342,3490,43414,52260,47469,19694,5271,1180,658,308,209,73,2,0,1
GRMN0186,GRMN018608.jpg,37.3865,-121.9608,338,206,258,6401,11967,51375,62751,29327,6143,1400,2450,1419,739,207,19,0,1
GRMN0186,GRMN018609.jpg,37.3865,-121.9608,335,190,263,1164,15634,53883,62622,27660,5974,2984,2207,1220,706,149,9,0,1
GRMN0186,GRMN018610.jpg,37.3865,-121.9608,594,390,936,3077,18986,50470,63922,25792,3074,3275,2075,1259,952,194,4,0,1
GRMN0186,GRMN018611.jpg,37.3865,-121.9608,469,867,1610,1907,22979,50876,64519,18725,3346,3892,3128,1518,923,222,17,2,1
GRMN0186,GRMN018612.jpg,37.3865,-121.9608,1265,2258,3733,4512,34729,54371,48823,13387,3665,2790,2335,1962,929,184,29,28,1
GRMN0186,GRMN018613.jpg,37.3865,-121.9608,1544,5920,10781,14735,41635,46018,20838,5468,6328,4122,6195,6291,2720,1353,709,343,1
GRMN0186,GRMN018614.jpg,37.3865,-121.9608,2500,9982,19355,18414,42517,27051,8848,8238,8925,6153,10194,4682,3825,2605,828,883,1
GRMN0186,GRMN018615.jpg,37.3865,-121.9608,2200,12172,18667,20237,41523,22140,7957,9188,9181,6630,10176,5662,4637,2720,879,1031,1
GRMN0186,GRMN018616.jpg,37.3865,-121.9608,2674,13342,18519,21843,40352,19651,8545,10197,8342,6497,9963,5772,4615,2571,1016,1101,1
GRMN0186,GRMN018617.jpg,37.3865,-121.9608,2026,12042,18818,21876,41201,21087,7920,9248,9277,6695,9608,5822,4711,2764,905,1000,1
GRMN0186,GRMN018618.jpg,37.3865,-121.9608,2176,12391,18407,21568,41919,20936,7645,9674,8986,6607,9426,6032,4646,2651,961,975,1
GRMN0186,GRMN018619.jpg,37.3865,-121.9608,2696,13719,18318,23143,40219,18989,8305,10269,8015,6512,10202,5416,4581,2504,1056,1056,1
GRMN0186,GRMN018620.jpg,37.3865,-121.9608,2005,11558,19437,21498,41900,20730,7663,9351,9353,6599,9419,6207,4583,2765,904,1028,1
GRMN0186,GRMN018621.jpg,37.3865,-121.9608,2237,13401,17781,23526,42039,18990,7620,9842,8381,6730,9465,6087,4580,2364,965,992,1
GRMN0186,GRMN018622.jpg,37.3865,-121.9608,2652,13921,18112,25361,40392,17358,7995,10429,7700,6792,9711,5728,4491,2286,1021,1051,1
GRMN0186,GRMN018623.jpg,37.3865,-121.9608,1942,11116,18550,21229,44515,21084,7963,9317,8070,6526,9850,5752,4764,2394,952,976,1
GRMN0187,GRMN018701.jpg,37.3901,-121.9531,2435,12663,15906,25433,40223,20324,8033,8874,6595,6174,10767,7959,4960,2568,1056,1030,2
GRMN0187,GRMN018702.jpg,37.3901,-121.9531,1618,10793,23071,22318,43541,24738,8588,7673,6742,4262,7114,5495,4899,2285,884,979,2
GRMN0187,GRMN018703.jpg,37.3901,-121.9531,2289,10353,14348,24285,45403,23959,9434,8599,8601,6034,7620,5250,4578,2252,1017,978,2
GRMN0187,GRMN018704.jpg,37.3901,-121.9531,1927,8955,11030,23446,46501,26792,13625,9446,6415,4914,7775,5126,4746,2163,1080,1059,2
GRMN0187,GRMN018705.jpg,37.3901,-121.9531,1388,7873,10290,20172,47679,29172,14964,10752,7261,5246,7272,4636,4413,2077,822,983,2
GRMN0187,GRMN018706.jpg,37.3901,-121.9531,1420,7384,10092,21222,47672,29629,15150,11756,6935,4915,7042,4437,4206,1865,657,618,2
GRMN0187,GRMN018707.jpg,37.3901,-121.9531,1412,2805,5780,13833,52430,36837,25545,13038,9509,3779,4195,2631,1676,857,381,292,2
GRMN0187,GRMN018708.jpg,37.3901,-121.9531,1186,1442,3963,5983,43676,42009,52137,14236,3422,1875,1970,1323,836,508,256,178,2
GRMN0187,GRMN018709.jpg,37.3901,-121.9531,830,1225,2880,3097,32137,49384,57151,18310,3743,1982,1647,1195,641,426,224,128,2
GRMN0187,GRMN018710.jpg,37.3901,-121.9531,649,790,3015,4789,38306,59726,48720,11182,2210,1092,1942,1280,676,432,159,32,2
GRMN0187,GRMN018711.jpg,37.3901,-121.9531,467,668,1102,3942,40482,62565,45527,13380,3240,1217,910,772,423,222,67,16,2
GRMN0187,GRMN018712.jpg,37.3901,-121.9531,540,447,624,7001,45406,51581,42075,7021,11283,7558,678,415,211,128,27,5,2
GRMN0187,GRMN018713.jpg,37.3901,-121.9531,1012,2959,4287,11560,45492,46226,24188,9250,25353,3028,937,434,164,95,10,5,2
GRMN0187,GRMN018714.jpg,37.3901,-121.9531,583,1429,2969,7810,44268,54349,25405,16362,20488,791,268,144,60,39,33,2,2
GRMN0187,GRMN018715.jpg,37.3901,-121.9531,267,502,1428,7000,44833,52425,28740,14002,24289,1142,237,83,22,14,16,0,2
GRMN0187,GRMN018716.jpg,37.3901,-121.9531,733,779,1624,12257,47484,51580,25440,12155,20131,1664,704,247,130,63,9,0,2
GRMN0187,GRMN018717.jpg,37.3901,-121.9531,782,924,1494,10762,46132,47269,28485,15229,19673,1696,1132,676,385,244,99,18,2
GRMN0187,GRMN018718.jpg,37.3901,-121.9531,634,2163,3763,15113,49185,42366,25099,14290,19227,1663,702,402,220,112,50,11,2
GRMN0187,GRMN018719.jpg,37.3901,-121.9531,984,3852,5973,42914,28852,25918,19692,18654,24618,1821,923,426,210,138,25,0,2
GRMN0187,GRMN018720.jpg,37.3901,-121.9531,752,3577,4189,16904,39668,37139,27208,25264,16191,1537,1130,634,372,226,82,127,2
GRMN0187,GRMN018721.jpg,37.3901,-121.9531,635,2394,3179,18550,53409,44819,16822,18553,12459,1538,1029,787,397,175,81,173,2
GRMN0187,GRMN018722.jpg,37.3901,-121.9531,561,1136,2067,18384,49938,48154,19456,22963,9996,1115,569,322,224,101,14,0,2
GRMN0187,GRMN018723.jpg,37.3901,-121.9531,297,542,1063,18706,43276,47017,26668,22199,13657,878,325,133,141,79,19,0,2
GRMN0188,GRMN018801.jpg,37.3927,-121.9474,690,2368,5420,16032,48396,44067,21668,10936,23603,1010,501,217,52,27,13,0,0
GRMN0188,GRMN018802.jpg,37.3927,-121.9474,572,2239,5214,21548,48042,45150,13964,10832,26001,655,400,238,83,40,18,4,0
GRMN0188,GRMN018803.jpg,37.3927,-121.9474,539,998,2422,15337,46175,52941,21532,7185,25222,1931,278,125,128,81,41,65,0
GRMN0188,GRMN018804.jpg,37.3927,-121.9474,862,842,1703,17400,48682,47083,27636,14342,14218,1158,512,236,127,60,63,76,0
GRMN0188,GRMN018805.jpg,37.3927,-121.9474,606,529,1177,11856,44213,53848,30679,7826,20944,1936,736,284,155,98,54,59,0
GRMN0188,GRMN018806.jpg,37.3927,-121.9474,545,748,1184,7022,45591,61728,40950,11876,2765,1296,579,250,165,147,82,72,0
GRMN0188,GRMN018807.jpg,37.3927,-121.9474,430,1155,2790,11213,45518,65454,33586,9341,2623,1382,780,387,200,98,43,0,0
GRMN0188,GRMN018808.jpg,37.3927,-121.9474,538,1611,3200,10468,52388,62538,23966,11737,4485,1817,855,628,415,178,55,121,0
GRMN0188,GRMN018809.jpg,37.3927,-121.9474,661,902,2406,22148,44845,48398,39569,11312,1948,990,704,716,279,63,40,19,0
GRMN0188,GRMN018810.jpg,37.3927,-121.9474,833,894,2753,9341,40887,58231,40071,10877,3697,2249,2123,1683,810,372,119,60,0
GRMN0188,GRMN018811.jpg,37.3927,-121.9474,1058,1973,5090,13203,42889,50539,39331,7766,3466,3760,2365,1829,1027,370,163,171,0
GRMN0188,GRMN018812.jpg,37.3927,-121.9474,1329,4989,12337,22135,49018,45661,14516,4412,5137,5177,3349,3095,1889,1039,496,421,0
GRMN0188,GRMN018813.jpg,37.3927,-121.9474,1726,8062,12644,35589,38917,32322,9809,7126,6440,5951,5954,3930,2982,1842,1005,701,0
GRMN0188,GRMN018814.jpg,37.3927,-121.9474,1399,7379,13120,34160,39913,30964,9311,7206,6413,7107,6679,4425,3193,2034,1059,638,0
GRMN0188,GRMN018815.jpg,37.3927,-121.9474,1332,7406,12943,34044,39445,31888,9173,7160,6497,6705,6979,4321,3351,2103,949,704,0
GRMN0188,GRMN018816.jpg,37.3927,-121.9474,1686,7725,11621,34453,39603,31360,10707,6891,6158,6164,6513,4508,3715,2191,982,723,0
GRMN0188,GRMN018817.jpg,37.3927,-121.9474,1747,6934,14933,34940,39665,32127,9053,5309,5895,6944,6223,4401,3220,1936,934,739,0
GRMN0188,GRMN018818.jpg,37.3927,-121.9474,1427,7772,13012,33029,40796,33051,11514,6947,5069,5849,6072,4141,2974,1930,760,657,0
GRMN0188,GRMN018819.jpg,37.3927,-121.9474,1797,7322,14734,38715,40265,24012,11205,7680,6258,5624,6378,4361,3151,1865,886,747,0
GRMN0188,GRMN018820.jpg,37.3927,-121.9474,1613,5507,11091,32092,39702,31486,16554,7811,5271,6364,6608,4395,3136,1863,865,642,0
GRMN0188,GRMN018821.jpg,37.3927,-121.9474,1462,4548,10404,32357,39233,30521,16762,10400,5689,6652,6549,4549,2885,1775,743,471,0
GRMN0188,GRMN018822.jpg,37.3927,-121.9474,1804,3869,7926,19264,45219,32837,20334,15589,9744,5336,5172,3642,2143,1240,587,294,0
GRMN0188,GRMN018823.jpg,37.3927,-121.9474,1275,2745,4316,5835,37637,51449,48157,7953,3958,2477,3460,2345,1584,999,568,242,0
GRMN0189,GRMN018901.jpg,37.3947,-121.9431,1453,3085,5109,8011,31518,59655,28104,12334,6121,4351,5597,4899,2307,1238,687,531,0
GRMN0189,GRMN018902.jpg,37.3947,-121.9431,859,1287,3745,12877,43815,47911,33445,17403,5585,2331,1557,1694,1056,764,398,273,0
GRMN0189,GRMN018903.jpg,37.3947,-121.9431,432,831,2675,10435,41542,44936,38748,18781,6075,4206,2457,2040,808,525,269,240,0
GRMN0189,GRMN018904.jpg,37.3947,-121.9431,746,1219,2490,12910,41268,50049,37905,15674,4805,2461,1721,1571,970,554,334,323,0
GRMN0189,GRMN018905.jpg,37.3947,-121.9431,523,1118,3048,13215,43888,46252,33206,19088,6021,2566,1945,1681,1129,548,357,415,0
GRMN0189,GRMN018906.jpg,37.3947,-121.9431,693,1439,2521,18898,48514,41707,33971,17257,4925,1971,1081,841,515,304,217,146,0
GRMN0189,GRMN018907.jpg,37.3947,-121.9431,676,987,2564,9561,35676,50842,39044,12654,7148,8298,4727,2012,657,115,35,4,0
GRMN0189,GRMN018908.jpg,37.3947,-121.9431,538,615,1349,4564,36916,61810,46725,16219,3393,1575,676,391,161,47,20,1,0
GRMN0189,GRMN018909.jpg,37.3947,-121.9431,534,683,1507,5644,35951,59331,47185,17202,3335,1487,1007,847,208,29,21,29,0
GRMN0189,GRMN018910.jpg,37.3947,-121.9431,248,510,1739,5387,33223,58374,48617,19605,2646,1620,1484,1063,470,14,0,0,0
GRMN0189,GRMN018911.jpg,37.3947,-121.9431,139,141,487,7056,30740,41336,69360,18390,2517,1625,1085,1110,846,118,43,7,0
GRMN0189,GRMN018912.jpg,37.3947,-121.9431,298,189,356,2441,21735,55271,80542,11709,925,713,321,224,131,96,49,0,0
GRMN0189,GRMN018913.jpg,37.3947,-121.9431,796,796,1780,3255,23951,56787,74443,10340,1014,518,307,335,347,217,109,5,0
GRMN0189,GRMN018914.jpg,37.3947,-121.9431,360,478,1138,2971,23002,57295,75798,11345,1160,669,302,180,184,92,26,0,0
GRMN0189,GRMN018915.jpg,37.3947,-121.9431,924,1586,3508,3850,25838,60065,65233,10560,1344,870,498,311,242,123,44,4,0
GRMN0189,GRMN018916.jpg,37.3947,-121.9431,1180,1005,1475,3226,24470,56569,70816,12480,1440,721,620,424,300,161,65,48,0
GRMN0189,GRMN018917.jpg,37.3947,-121.9431,788,1026,3236,2711,21764,56628,72355,11866,1240,1000,581,513,605,349,259,79,0
GRMN0189,GRMN018918.jpg,37.3947,-121.9431,382,762,866,1990,19623,53161,80271,14971,1275,680,445,255,190,95,34,0,0
GRMN0189,GRMN018919.jpg,37.3947,-121.9431,216,193,743,2666,20800,52385,78245,16967,1165,623,440,247,156,112,42,0,0
GRMN0189,GRMN018920.jpg,37.3947,-121.9431,185,626,1197,2151,19990,53359,79003,15647,1203,635,417,275,169,85,58,0,0
GRMN0189,GRMN018921.jpg,37.3947,-121.9431,239,169,308,1736,20054,54044,79748,15770,1223,611,389,266,207,141,88,7,0
GRMN0189,GRMN018922.jpg,37.3947,-121.9431,132,130,739,3591,21440,61454,70545,13505,1312,853,606,324,224,106,39,0,0
GRMN0189,GRMN018923.jpg,37.3947,-121.9431,782,2120,8864,22965,47597,50726,25530,6784,3887,2052,1484,1640,481,74,13,1,0
GRMN0190,GRMN019001.jpg,37.3994,-121.9471,978,2385,25666,107664,14236,5411,5002,5263,4787,1486,800,626,482,171,37,6,1
GRMN0190,GRMN019002.jpg,37.3994,-121.9471,137,689,14059,74312,38276,17181,11680,10799,4825,1827,713,244,116,110,29,3,1
GRMN0190,GRMN019003.jpg,37.3994,-121.9471,525,1754,4660,90671,32214,13868,11561,11238,4817,1859,841,573,218,133,58,10,1
GRMN0190,GRMN019004.jpg,37.3994,-121.9471,838,6536,86462,44136,18306,9912,3231,1721,1822,1005,541,285,142,58,5,0,1
GRMN0190,GRMN019005.jpg,37.3994,-121.9471,270,711,2119,82159,46089,24054,9898,3514,2630,1517,812,498,362,256,92,19,1
GRMN0190,GRMN019006.jpg,37.3994,-121.9471,113,831,2840,50599,65236,30664,6485,3746,2849,2203,2936,3043,2107,1020,293,35,1
GRMN0190,GRMN019007.jpg,37.3994,-121.9471,271,1460,4409,31436,74006,20661,11456,8161,9328,5807,4396,2046,1229,225,67,42,1
GRMN0190,GRMN019008.jpg,37.3994,-121.9471,444,3406,43928,71127,32240,11700,3255,1643,1660,2894,1221,668,446,255,75,38,1
GRMN0190,GRMN019009.jpg,37.3994,-121.9471,216,2305,4501,7192,66478,65878,7981,5353,4090,3132,2381,1827,1502,1075,479,610,1
GRMN0190,GRMN019010.jpg,37.3994,-121.9471,548,2299,11143,26217,76471,27792,11433,5606,4081,3283,2412,1420,885,620,417,373,1
GRMN0190,GRMN019011.jpg,37.3994,-121.9471,581,1930,18069,52443,58558,17538,7863,5129,3983,3845,2644,1028,713,346,197,133,1
GRMN0190,GRMN019012.jpg,37.3994,-121.9471,339,834,17848,50491,52302,22300,15170,7470,2675,1888,1281,1159,524,326,157,236,1
GRMN0190,GRMN019013.jpg,37.3994,-121.9471,242,643,4789,24051,36782,33289,28760,12404,9640,11885,6347,3659,1644,654,172,39,1
GRMN0190,GRMN019014.jpg,37.3994,-121.9471,92,341,920,5769,55826,61527,24433,7079,5051,3030,3387,3879,2336,981,261,88,1
GRMN0190,GRMN019015.jpg,37.3994,-121.9471,430,981,3472,6010,14315,57252,67732,9000,4719,2541,1876,1923,2092,1635,737,285,1
GRMN0190,GRMN019016.jpg,37.3994,-121.9471,813,2150,6758,13918,36279,66562,28215,5240,3397,2722,3769,2537,1483,721,298,138,1
GRMN0190,GRMN019017.jpg,37.3994,-121.9471,285,1101,9571,27542,19558,48500,47812,8660,4992,2241,1568,1313,845,487,275,250,1
GRMN0190,GRMN019018.jpg,37.3994,-121.9471,158,695,2141,5581,12954,49710,65638,17984,4758,4609,2171,1804,3173,1870,1130,624,1
GRMN0190,GRMN019019.jpg,37.3994,-121.9471,4,27,103,681,2902,22763,97827,31706,1844,1517,1229,1682,4803,4041,2378,1493,1
GRMN0190,GRMN019020.jpg,37.3994,-121.9471,139,216,594,1205,4339,41999,99356,10736,2336,1476,1545,2404,3673,2236,1633,1113,1
GRMN0190,GRMN019021.jpg,37.3994,-121.9471,356,890,2446,2194,5125,50917,93111,10196,2892,1693,1292,1283,1254,809,364,178,1
GRMN0190,GRMN019022.jpg,37.3994,-121.9471,873,2604,6194,8590,50168,77759,15348,3092,2610,2560,2237,1694,843,295,119,14,1
GRMN0190,GRMN019023.jpg,37.3994,-121.9471,786,2459,30396,60994,53398,11950,5817,3238,2663,1617,975,404,209,70,21,3,1
GRMN0191,GRMN019101.jpg,37.4017,-121.952,1350,10187,28747,72210,32334,14361,8569,2841,1297,1439,907,535,148,54,17,4,1
GRMN0191,GRMN019102.jpg,37.4017,-121.952,414,765,3259,16359,46394,53324,32498,13682,3837,2217,1298,577,232,102,37,5,1
GRMN0191,GRMN019103.jpg,37.4017,-121.952,709,1368,4919,17440,47867,45632,30714,14141,5013,3083,1698,930,572,480,242,192,1
GRMN0191,GRMN019104.jpg,37.4017,-121.952,1081,2351,8405,23480,13072,13654,17155,29937,46312,10651,3572,1614,1455,941,570,750,1
GRMN0191,GRMN019105.jpg,37.4017,-121.952,279,342,725,3685,11294,25144,53158,38849,28528,4167,2532,2455,1773,1031,608,430,1
GRMN0191,GRMN019106.jpg,37.4017,-121.952,693,1468,5528,10992,88947,56090,5927,2353,1550,808,338,117,88,72,27,2,1
GRMN0191,GRMN019107.jpg,37.4017,-121.952,1149,3164,20190,30508,54634,45376,12990,2507,1747,1187,775,510,161,63,36,3,1
GRMN0191,GRMN019108.jpg,37.4017,-121.952,251,535,2874,20823,31720,54970,46593,8597,4363,1173,1454,898,382,225,82,60,1
GRMN0191,GRMN019109.jpg,37.4017,-121.952,319,501,1700,1682,3416,35811,86050,40596,2302,1185,642,365,228,147,48,8,1
GRMN0191,GRMN019110.jpg,37.4017,-121.952,1395,4603,34897,36746,42156,34989,9191,2439,2061,2323,2170,1257,514,177,60,22,1
GRMN0191,GRMN019111.jpg,37.4017,-121.952,61,236,3312,18306,45512,53543,35732,9584,4038,1275,1029,1143,703,352,145,29,1
GRMN0191,GRMN019112.jpg,37.4017,-121.952,655,1245,3821,14661,18026,57902,49396,15067,4276,2810,3016,2484,1214,335,66,26,1
GRMN0191,GRMN019113.jpg,37.4017,-121.952,772,1161,5292,5409,13972,12761,30676,48521,30700,4550,3330,9067,3017,2470,2628,674,1
GRMN0191,GRMN019114.jpg,37.4017,-121.952,933,1287,3517,2567,2591,3049,24966,92848,27953,3255,1794,4686,3120,1696,689,49,1
GRMN0191,GRMN019115.jpg,37.4017,-121.952,607,1216,3720,2866,2387,4707,58603,80957,6420,2261,2741,5368,1740,1319,79,9,1
GRMN0191,GRMN019116.jpg,37.4017,-121.952,249,909,1521,1392,2554,4632,52600,88609,8091,2357,2695,5624,1853,1651,251,12,1
GRMN0191,GRMN019117.jpg,37.4017,-121.952,98,620,1019,1383,2380,4420,48272,92700,9844,2296,1957,6194,1933,1605,262,17,1
GRMN0191,GRMN019118.jpg,37.4017,-121.952,89,602,1101,1420,2443,4879,54992,88006,7544,2124,2798,5467,2040,1333,151,11,1
GRMN0191,GRMN019119.jpg,37.4017,-121.952,107,756,1228,1424,2519,3921,51993,90770,7160,2289,3864,5474,1901,1413,171,10,1
GRMN0191,GRMN019120.jpg,37.4017,-121.952,80,711,1191,1265,2005,3573,46228,96663,8701,2133,3490,5698,1980,1140,138,4,1
GRMN0191,GRMN019121.jpg,37.4017,-121.952,82,718,1277,1221,1855,3647,49163,95316,8056,2127,3335,5324,1832,961,79,7,1
GRMN0191,GRMN019122.jpg,37.4017,-121.952,112,773,1371,1309,1959,4725,53960,92599,7799,2041,2392,3095,1921,855,85,4,1
GRMN0191,GRMN019123.jpg,37.4017,-121.952,61,432,1567,1983,2299,5418,50184,90277,16300,2295,1413,1201,901,507,128,34,1
GRMN0192,GRMN019201.jpg,37.3978,-121.9605,6,120,711,1844,9312,12710,24053,44303,44461,26842,5120,2001,1898,1112,491,16,1
GRMN0192,GRMN019202.jpg,37.3978,-121.9605,0,0,0,0,4,100,2035,9098,18364,33344,56992,36022,12499,3652,1231,1659,1
GRMN0192,GRMN019203.jpg,37.3978,-121.9605,0,0,4,145,690,1726,4563,22389,37311,46683,32223,17534,6486,2423,1245,1578,1
GRMN0192,GRMN019204.jpg,37.3978,-121.9605,37,115,362,1968,1374,5373,25534,28509,47244,44620,10606,4147,1749,1275,836,1251,1
GRMN0192,GRMN019205.jpg,37.3978,-121.9605,13,119,880,2195,2487,18884,28332,29425,31907,41083,10415,4421,2261,1198,622,758,1
GRMN0192,GRMN019206.jpg,37.3978,-121.9605,2,10,111,1018,2418,11750,22723,23137,48417,42491,14392,4511,2137,1021,403,459,1
GRMN0192,GRMN019207.jpg,37.3978,-121.9605,0,0,11,164,1681,3473,15709,45694,49831,31689,16156,5850,2248,1315,752,427,1
GRMN0192,GRMN019208.jpg,37.3978,-121.9605,2,6,27,491,1123,1407,13663,22500,39121,55912,28532,6326,3618,1413,580,279,1
GRMN0192,GRMN019209.jpg,37.3978,-121.9605,2,21,84,663,3524,19676,25627,32740,34831,33944,14070,5739,1939,1038,548,554,1
GRMN0192,GRMN019210.jpg,37.3978,-121.9605,2,42,258,939,6392,20767,26305,32047,42022,29433,9260,4207,1991,830,265,240,1
GRMN0192,GRMN019211.jpg,37.3978,-121.9605,0,8,86,397,4093,22787,25653,32209,35915,31537,12500,5092,1886,1054,632,1151,1
GRMN0192,GRMN019212.jpg,37.3978,-121.9605,23,100,336,1661,5858,22399,25681,32850,40530,28001,11074,3914,1364,775,292,142,1
GRMN0192,GRMN019213.jpg,37.3978,-121.9605,30,213,1193,2409,5977,21960,24702,32174,37292,30840,10720,4233,1546,879,404,428,1
GRMN0192,GRMN019214.jpg,37.3978,-121.9605,5,40,453,2241,6947,19731,25557,29371,36675,34950,9726,5788,1829,902,356,429,1
GRMN0192,GRMN019215.jpg,37.3978,-121.9605,13,68,219,1229,2939,17059,24996,29119,37230,30387,23262,5887,1635,640,232,85,1
GRMN0192,GRMN019216.jpg,37.3978,-121.9605,3,72,202,432,1214,10518,29935,37475,43182,28489,18104,2834,1140,773,472,155,1
GRMN0192,GRMN019217.jpg,37.3978,-121.9605,20,105,376,1469,3590,18223,30317,38779,34639,23164,19005,2897,1171,699,347,199,1
GRMN0192,GRMN019218.jpg,37.3978,-121.9605,29,126,304,776,4355,20352,29772,37789,33269,19244,19783,4411,1414,1017,839,1520,1
GRMN0192,GRMN019219.jpg,37.3978,-121.9605,0,37,239,839,4236,20986,29712,31581,29877,31146,19152,5043,1008,413,245,486,1
GRMN0192,GRMN019220.jpg,37.3978,-121.9605,7,41,96,686,2474,9241,23462,21122,32271,49966,20102,6252,3578,1763,1148,2791,1
GRMN0192,GRMN019221.jpg,37.3978,-121.9605,0,0,2,18,179,2112,21176,24046,41751,47626,25565,5365,2892,1473,1092,1703,1
GRMN0192,GRMN019222.jpg,37.3978,-121.9605,1,8,93,412,3690,18282,27166,30045,32358,31527,18691,6383,2303,1730,1314,997,1
